user 	 quest 	 exists 	 dataset 	 cond 	 task 	 answer 	 time 				2.5D	2.5DC	2D	3D
1	54	1	2	4	5	0	21
1	58	1	3	4	5	-1	37
2	1	1	1	4	1	0	14
2	5	1	2	4	1	0	9
2	9	0	3	4	1	0	18
2	13	1	1	4	2	0	12
2	17	1	2	4	2	0	14
2	21	1	3	4	2	-1	19
2	25	1	1	4	3	0	12
2	29	1	2	4	3	0	13
2	33	1	3	4	3	0	5
2	37	0	1	4	4	0	10
2	41	0	2	4	4	0	15
2	45	1	3	4	4	0	23
2	49	1	1	4	5	0	13
2	53	1	2	4	5	0	26
2	57	1	3	4	5	0	13
3	2	0	1	4	1	0	14
3	6	1	2	4	1	0	7
3	10	0	3	4	1	0	12
3	14	1	1	4	2	0	14
3	18	1	2	4	2	-1	14
3	22	1	3	4	2	-1	15
3	26	1	1	4	3	0	5
3	30	0	2	4	3	0	10
3	34	0	3	4	3	0	20
3	38	1	1	4	4	0	23
3	42	0	2	4	4	0	22
3	46	1	3	4	4	0	23
3	50	1	1	4	5	0	41
3	54	1	2	4	5	0	20
3	58	1	3	4	5	-1	41
4	1	1	1	4	1	0	45
4	5	1	2	4	1	0	30
4	9	0	3	4	1	0	38
4	13	1	1	4	2	0	18
4	17	1	2	4	2	0	20
4	21	1	3	4	2	0	45
4	25	1	1	4	3	0	11
4	29	1	2	4	3	0	11
4	33	1	3	4	3	0	9
4	37	0	1	4	4	0	15
4	41	0	2	4	4	0	29
4	45	1	3	4	4	0	25
4	49	1	1	4	5	0	15
4	53	1	2	4	5	0	11
4	57	1	3	4	5	0	18
5	4	1	1	4	1	0	18
5	8	1	2	4	1	0	12
5	12	0	3	4	1	0	19
5	16	1	1	4	2	0	14
5	20	1	2	4	2	0	11
5	24	1	3	4	2	-1	18
5	28	0	1	4	3	0	10
5	32	1	2	4	3	0	6
5	36	1	3	4	3	0	6
5	40	0	1	4	4	0	8
5	44	0	2	4	4	0	10
5	48	0	3	4	4	0	18
5	52	1	1	4	5	0	10
5	56	1	2	4	5	0	20
5	60	1	3	4	5	0	8
6	3	0	1	4	1	0	12
6	7	0	2	4	1	0	24
6	11	1	3	4	1	0	51
6	15	1	1	4	2	-1	12
6	19	1	2	4	2	-1	22
6	23	1	3	4	2	0	36
6	27	0	1	4	3	0	11
6	31	0	2	4	3	0	25
6	35	0	3	4	3	0	49
6	39	1	1	4	4	0	20
6	43	1	2	4	4	0	8
6	47	0	3	4	4	0	25
6	51	1	1	4	5	0	11
6	55	1	2	4	5	-1	53
6	59	1	3	4	5	0	21
7	3	0	1	4	1	0	16
7	7	0	2	4	1	0	10
7	11	1	3	4	1	0	15
7	15	1	1	4	2	0	26
7	19	1	2	4	2	0	21
7	23	1	3	4	2	0	33
7	27	0	1	4	3	0	9
7	31	0	2	4	3	0	16
7	35	0	3	4	3	0	23
7	39	1	1	4	4	0	7
7	43	1	2	4	4	0	9
7	47	0	3	4	4	0	8
7	51	1	1	4	5	0	15
7	55	1	2	4	5	0	60
7	59	1	3	4	5	0	20
8	4	1	1	4	1	0	21
8	8	1	2	4	1	-1	25
8	12	0	3	4	1	0	22
8	16	1	1	4	2	-1	23
8	20	1	2	4	2	0	17
8	24	1	3	4	2	-1	13
8	28	0	1	4	3	0	11
8	32	1	2	4	3	0	26
8	36	1	3	4	3	0	11
8	40	0	1	4	4	-1	9
8	44	0	2	4	4	0	27
8	48	0	3	4	4	0	26
8	52	1	1	4	5	0	14
8	56	1	2	4	5	0	19
8	60	1	3	4	5	0	32
9	4	1	1	4	1	0	18
9	8	1	2	4	1	0	9
9	12	0	3	4	1	0	29
9	16	1	1	4	2	0	18
9	20	1	2	4	2	0	14
9	24	1	3	4	2	-1	15
9	28	0	1	4	3	0	15
9	32	1	2	4	3	0	9
9	36	1	3	4	3	0	8
9	40	0	1	4	4	0	23
9	44	0	2	4	4	-1	7
9	48	0	3	4	4	0	50
9	52	1	1	4	5	0	10
9	56	1	2	4	5	0	12
9	60	1	3	4	5	0	9
10	4	1	1	4	1	0	7
10	8	1	2	4	1	0	5
10	12	0	3	4	1	0	12
10	16	1	1	4	2	0	8
10	20	1	2	4	2	0	8
10	24	1	3	4	2	-1	9
10	28	0	1	4	3	0	4
10	32	1	2	4	3	0	6
10	36	1	3	4	3	0	4
10	40	0	1	4	4	0	7
10	44	0	2	4	4	-1	6
10	48	0	3	4	4	0	10
10	52	1	1	4	5	0	6
10	56	1	2	4	5	0	7
10	60	1	3	4	5	0	10
11	1	1	1	4	1	0	8
11	5	1	2	4	1	0	6
11	9	0	3	4	1	0	22
11	13	1	1	4	2	0	13
11	17	1	2	4	2	0	11
11	21	1	3	4	2	0	28
11	25	1	1	4	3	0	3
11	29	1	2	4	3	0	3
11	33	1	3	4	3	0	3
11	37	0	1	4	4	0	9
11	41	0	2	4	4	0	8
11	45	1	3	4	4	0	11
11	49	1	1	4	5	0	14
11	53	1	2	4	5	0	11
11	57	1	3	4	5	0	12
12	1	1	1	4	1	0	10
12	5	1	2	4	1	0	9
12	9	0	3	4	1	0	28
12	13	1	1	4	2	0	15
12	17	1	2	4	2	0	12
12	21	1	3	4	2	-1	33
12	25	1	1	4	3	0	7
12	29	1	2	4	3	0	9
12	33	1	3	4	3	0	4
12	37	0	1	4	4	0	9
12	41	0	2	4	4	0	28
12	45	1	3	4	4	0	26
12	49	1	1	4	5	0	29
12	53	1	2	4	5	0	23
12	57	1	3	4	5	0	16
13	3	0	1	4	1	0	11
13	7	0	2	4	1	0	16
13	11	1	3	4	1	0	8
13	15	1	1	4	2	0	23
13	19	1	2	4	2	0	18
13	23	1	3	4	2	0	36
13	27	0	1	4	3	0	22
13	31	0	2	4	3	0	13
13	35	0	3	4	3	0	14
13	39	1	1	4	4	0	8
13	43	1	2	4	4	0	8
13	47	0	3	4	4	0	18
13	51	1	1	4	5	0	19
13	55	1	2	4	5	0	78
13	59	1	3	4	5	0	28
14	2	0	1	4	1	0	12
14	6	1	2	4	1	0	18
14	10	0	3	4	1	0	16
14	14	1	1	4	2	-1	9
14	18	1	2	4	2	-1	14
14	22	1	3	4	2	-1	14
14	26	1	1	4	3	0	7
14	30	0	2	4	3	0	16
14	34	0	3	4	3	0	9
14	38	1	1	4	4	-1	15
14	42	0	2	4	4	0	8
14	46	1	3	4	4	0	13
14	50	1	1	4	5	0	19
14	54	1	2	4	5	0	11
14	58	1	3	4	5	0	12
15	3	0	1	4	1	0	9
15	7	0	2	4	1	0	11
15	11	1	3	4	1	0	7
15	15	1	1	4	2	0	10
15	19	1	2	4	2	-1	10
15	23	1	3	4	2	0	12
15	27	0	1	4	3	0	6
15	31	0	2	4	3	0	7
15	35	0	3	4	3	0	7
15	39	1	1	4	4	0	4
15	43	1	2	4	4	0	5
15	47	0	3	4	4	0	8
15	51	1	1	4	5	0	10
15	55	1	2	4	5	0	59
15	59	1	3	4	5	0	15
16	2	0	1	4	1	0	10
16	6	1	2	4	1	0	5
16	10	0	3	4	1	0	8
16	14	1	1	4	2	0	9
16	18	1	2	4	2	0	11
16	22	1	3	4	2	-1	10
16	26	1	1	4	3	0	5
16	30	0	2	4	3	0	7
16	34	0	3	4	3	0	6
16	38	1	1	4	4	0	7
16	42	0	2	4	4	0	7
16	46	1	3	4	4	0	6
16	50	1	1	4	5	0	14
16	54	1	2	4	5	0	8
16	58	1	3	4	5	0	13
